"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1651960800";"08.05.2022 01:00";"157,71";"157,71";"7,9";"157,71"
"1651964400";"08.05.2022 02:00";"141,29";"141,29";"8,19";"141,29"
"1651968000";"08.05.2022 03:00";"138,63";"138,63";"9,66";"138,63"
"1651971600";"08.05.2022 04:00";"136,68";"136,68";"11,47";"136,68"
"1651975200";"08.05.2022 05:00";"136,23";"136,23";"11,89";"136,23"
"1651978800";"08.05.2022 06:00";"127,01";"127,01";"19,54";"127,01"
"1651982400";"08.05.2022 07:00";"126,73";"126,73";"20,83";"126,73"
"1651986000";"08.05.2022 08:00";"113,54";"113,54";"27,95";"113,54"
"1651989600";"08.05.2022 09:00";"105,59";"105,59";"26,88";"105,59"
"1651993200";"08.05.2022 10:00";"97,49";"97,49";"60,19";"97,49"
"1651996800";"08.05.2022 11:00";"97,03";"97,03";"25,95";"97,03"
"1652000400";"08.05.2022 12:00";"100,18";"100,18";"25,94";"25,94"
"1652004000";"08.05.2022 13:00";"100,26";"100,26";"17";"17"
"1652007600";"08.05.2022 14:00";"85,85";"85,85";"17,23";"17,23"
"1652011200";"08.05.2022 15:00";"78,5";"78,5";"20,95";"78,5"
"1652014800";"08.05.2022 16:00";"91,02";"91,02";"46,08";"91,02"
"1652018400";"08.05.2022 17:00";"97,22";"97,22";"97,22";"97,22"
"1652022000";"08.05.2022 18:00";"104,13";"104,13";"104,13";"104,13"
"1652025600";"08.05.2022 19:00";"139,23";"139,23";"139,23";"139,23"
"1652029200";"08.05.2022 20:00";"166,61";"166,61";"166,61";"166,61"
"1652032800";"08.05.2022 21:00";"192,33";"192,33";"192,33";"192,33"
"1652036400";"08.05.2022 22:00";"184,72";"184,72";"184,72";"184,72"
"1652040000";"08.05.2022 23:00";"165,79";"165,79";"165,79";"165,79"
"1652043600";"09.05.2022 00:00";"123,57";"123,57";"123,57";"123,57"
"1652047200";"09.05.2022 01:00";"111,19";"111,19";"111,19";"111,19"
"1652050800";"09.05.2022 02:00";"101,18";"101,18";"101,18";"101,18"
"1652054400";"09.05.2022 03:00";"101,18";"101,18";"101,18";"101,18"
"1652058000";"09.05.2022 04:00";"103,88";"103,88";"103,88";"103,88"
"1652061600";"09.05.2022 05:00";"110,5";"110,5";"110,5";"110,5"
"1652065200";"09.05.2022 06:00";"134,77";"134,77";"134,77";"134,77"
"1652068800";"09.05.2022 07:00";"234,24";"234,24";"234,24";"234,24"
"1652072400";"09.05.2022 08:00";"256,23";"256,23";"256,23";"256,23"
"1652076000";"09.05.2022 09:00";"250,04";"250,04";"250,04";"250,04"
"1652079600";"09.05.2022 10:00";"219,21";"219,21";"219,21";"219,21"
"1652083200";"09.05.2022 11:00";"199,95";"199,95";"199,95";"199,95"
"1652086800";"09.05.2022 12:00";"194,39";"194,39";"194,39";"194,39"
"1652090400";"09.05.2022 13:00";"185,51";"185,51";"185,51";"185,51"
"1652094000";"09.05.2022 14:00";"183,46";"183,46";"183,46";"183,46"
"1652097600";"09.05.2022 15:00";"175,24";"175,24";"175,24";"175,24"
"1652101200";"09.05.2022 16:00";"179,53";"179,53";"179,53";"179,53"
"1652104800";"09.05.2022 17:00";"132,86";"132,86";"132,86";"132,86"
"1652108400";"09.05.2022 18:00";"177,92";"177,92";"177,92";"177,92"
"1652112000";"09.05.2022 19:00";"202,95";"202,95";"202,89";"202,95"
"1652115600";"09.05.2022 20:00";"255,38";"255,38";"202,28";"255,38"
"1652119200";"09.05.2022 21:00";"266,94";"266,94";"201,89";"266,94"
"1652122800";"09.05.2022 22:00";"200,07";"200,07";"200,07";"200,07"
"1652126400";"09.05.2022 23:00";"200,01";"200,01";"140,09";"200,01"
"1652130000";"10.05.2022 00:00";"120,04";"120,04";"14,45";"120,04"
"1652133600";"10.05.2022 01:00";"125,07";"125,07";"12,76";"125,07"
"1652137200";"10.05.2022 02:00";"115,54";"115,54";"12,23";"115,54"
"1652140800";"10.05.2022 03:00";"111,97";"111,97";"12,19";"111,97"
"1652144400";"10.05.2022 04:00";"104,21";"104,21";"12,38";"104,21"
"1652148000";"10.05.2022 05:00";"105,99";"105,99";"12,78";"105,99"
"1652151600";"10.05.2022 06:00";"90,01";"90,01";"18,99";"90,01"
"1652155200";"10.05.2022 07:00";"128,38";"128,38";"29,95";"128,38"
"1652158800";"10.05.2022 08:00";"201,88";"201,88";"196,03";"201,88"
"1652162400";"10.05.2022 09:00";"227,13";"227,13";"198,65";"227,13"
"1652166000";"10.05.2022 10:00";"203,81";"203,81";"195,54";"195,54"
"1652169600";"10.05.2022 11:00";"108,57";"108,57";"108,57";"108,57"
"1652173200";"10.05.2022 12:00";"99,1";"99,1";"99,1";"99,1"
"1652176800";"10.05.2022 13:00";"99,02";"99,02";"99,02";"99,02"
"1652180400";"10.05.2022 14:00";"97,66";"97,66";"86,31";"97,66"
"1652184000";"10.05.2022 15:00";"99,02";"99,02";"76,76";"99,02"
"1652187600";"10.05.2022 16:00";"102,71";"102,71";"55,09";"102,71"
"1652191200";"10.05.2022 17:00";"111,21";"111,21";"49,47";"111,21"
"1652194800";"10.05.2022 18:00";"180";"180";"96,2";"180"
"1652198400";"10.05.2022 19:00";"190,04";"190,04";"93,95";"190,04"
"1652202000";"10.05.2022 20:00";"190,03";"190,03";"53,18";"190,03"
"1652205600";"10.05.2022 21:00";"157,16";"157,16";"50,1";"157,16"
"1652209200";"10.05.2022 22:00";"99,98";"99,98";"31,54";"99,98"
"1652212800";"10.05.2022 23:00";"90,05";"90,05";"30";"90,05"
"1652216400";"11.05.2022 00:00";"105";"105";"25,95";"105"
"1652220000";"11.05.2022 01:00";"7,37";"7,37";"7,37";"7,37"
"1652223600";"11.05.2022 02:00";"6,9";"6,9";"6,9";"6,9"
"1652227200";"11.05.2022 03:00";"6,66";"6,66";"6,66";"6,66"
"1652230800";"11.05.2022 04:00";"6,63";"6,63";"6,63";"6,63"
"1652234400";"11.05.2022 05:00";"7,12";"7,12";"7,12";"7,12"
"1652238000";"11.05.2022 06:00";"15,21";"15,21";"15,21";"15,21"
"1652241600";"11.05.2022 07:00";"117,66";"117,66";"117,66";"117,66"
"1652245200";"11.05.2022 08:00";"175,02";"175,02";"175,02";"175,02"
"1652248800";"11.05.2022 09:00";"189,54";"189,54";"189,54";"189,54"
"1652252400";"11.05.2022 10:00";"183,91";"183,91";"183,91";"183,91"
"1652256000";"11.05.2022 11:00";"144,9";"144,9";"144,9";"144,9"
"1652259600";"11.05.2022 12:00";"97,53";"97,53";"97,53";"97,53"
"1652263200";"11.05.2022 13:00";"96,55";"96,55";"96,55";"96,55"
"1652266800";"11.05.2022 14:00";"95,1";"95,1";"95,1";"95,1"
"1652270400";"11.05.2022 15:00";"94,79";"94,79";"29,94";"94,79"
"1652274000";"11.05.2022 16:00";"94,74";"94,74";"31,26";"94,74"
"1652277600";"11.05.2022 17:00";"96,33";"96,33";"79,05";"96,33"
"1652281200";"11.05.2022 18:00";"117,6";"117,6";"117,6";"117,6"
"1652284800";"11.05.2022 19:00";"175,04";"175,04";"175,04";"175,04"
"1652288400";"11.05.2022 20:00";"175,05";"175,05";"175,05";"175,05"
"1652292000";"11.05.2022 21:00";"167,53";"167,53";"163,31";"167,53"
"1652295600";"11.05.2022 22:00";"139,96";"139,96";"139,96";"139,96"
"1652299200";"11.05.2022 23:00";"123,64";"123,64";"81,49";"123,64"
"1652302800";"12.05.2022 00:00";"32,43";"32,43";"32,43";"32,43"
"1652306400";"12.05.2022 01:00";"109,35";"109,35";"35,33";"109,35"
"1652310000";"12.05.2022 02:00";"50,42";"50,42";"49,32";"50,42"
"1652313600";"12.05.2022 03:00";"71,42";"71,42";"71,42";"71,42"
"1652317200";"12.05.2022 04:00";"84,13";"84,13";"84,13";"84,13"
"1652320800";"12.05.2022 05:00";"47,12";"47,12";"47,12";"47,12"
"1652324400";"12.05.2022 06:00";"94,34";"94,34";"94,34";"94,34"
"1652328000";"12.05.2022 07:00";"122,27";"122,27";"122,27";"122,27"
"1652331600";"12.05.2022 08:00";"132,27";"132,27";"132,27";"132,27"
"1652335200";"12.05.2022 09:00";"137";"137";"137";"137"
"1652338800";"12.05.2022 10:00";"138,09";"138,09";"138,09";"138,09"
"1652342400";"12.05.2022 11:00";"132,11";"132,11";"132,11";"132,11"
"1652346000";"12.05.2022 12:00";"150,16";"150,16";"150,16";"150,16"
"1652349600";"12.05.2022 13:00";"124,2";"124,2";"124,2";"124,2"
"1652353200";"12.05.2022 14:00";"87,91";"87,91";"87,91";"87,91"
"1652356800";"12.05.2022 15:00";"86,54";"86,54";"86,54";"86,54"
"1652360400";"12.05.2022 16:00";"90,5";"90,5";"90,5";"90,5"
"1652364000";"12.05.2022 17:00";"94,98";"94,98";"94,98";"94,98"
"1652367600";"12.05.2022 18:00";"94,61";"94,61";"94,61";"94,61"
"1652371200";"12.05.2022 19:00";"110,4";"110,4";"110,4";"110,4"
"1652374800";"12.05.2022 20:00";"142,34";"142,34";"142,34";"142,34"
"1652378400";"12.05.2022 21:00";"165,04";"165,04";"165,04";"165,04"
"1652382000";"12.05.2022 22:00";"165,02";"165,02";"165,02";"165,02"
"1652385600";"12.05.2022 23:00";"119,67";"119,67";"119,67";"119,67"
"1652389200";"13.05.2022 00:00";"40,04";"40,04";"40,04";"40,04"
"1652392800";"13.05.2022 01:00";"65,49";"65,49";"65,49";"65,49"
"1652396400";"13.05.2022 02:00";"50,1";"50,1";"50,1";"50,1"
"1652400000";"13.05.2022 03:00";"50,08";"50,08";"50,08";"50,08"
"1652403600";"13.05.2022 04:00";"50,09";"50,09";"50,09";"50,09"
"1652407200";"13.05.2022 05:00";"74,86";"74,86";"74,86";"74,86"
"1652410800";"13.05.2022 06:00";"133,26";"133,26";"133,26";"133,26"
"1652414400";"13.05.2022 07:00";"226,93";"226,93";"226,93";"226,93"
"1652418000";"13.05.2022 08:00";"242,74";"242,74";"242,74";"242,74"
"1652421600";"13.05.2022 09:00";"242,29";"242,29";"242,29";"242,29"
"1652425200";"13.05.2022 10:00";"225,02";"225,02";"225,02";"225,02"
"1652428800";"13.05.2022 11:00";"168,78";"168,78";"168,78";"168,78"
"1652432400";"13.05.2022 12:00";"120";"120";"120";"120"
"1652436000";"13.05.2022 13:00";"106,66";"106,66";"106,66";"106,66"
"1652439600";"13.05.2022 14:00";"102,61";"102,61";"102,61";"102,61"
"1652443200";"13.05.2022 15:00";"99,63";"99,63";"99,63";"99,63"
"1652446800";"13.05.2022 16:00";"93,48";"93,48";"93,48";"93,48"
"1652450400";"13.05.2022 17:00";"99,04";"99,04";"99,04";"99,04"
"1652454000";"13.05.2022 18:00";"117,36";"117,36";"117,36";"117,36"
"1652457600";"13.05.2022 19:00";"133,3";"133,3";"133,3";"133,3"
"1652461200";"13.05.2022 20:00";"220,36";"220,36";"220,36";"220,36"
"1652464800";"13.05.2022 21:00";"130,06";"130,06";"118,5";"130,06"
"1652468400";"13.05.2022 22:00";"130,05";"130,05";"115,77";"130,05"
"1652472000";"13.05.2022 23:00";"130,03";"130,03";"74,94";"130,03"
"1652475600";"14.05.2022 00:00";"54,1";"54,1";"54,1";"54,1"
"1652479200";"14.05.2022 01:00";"90,03";"90,03";"90,03";"90,03"
"1652482800";"14.05.2022 02:00";"71,87";"71,87";"71,87";"71,87"
"1652486400";"14.05.2022 03:00";"65,28";"65,28";"65,28";"65,28"
"1652490000";"14.05.2022 04:00";"67,79";"67,79";"67,79";"67,79"
"1652493600";"14.05.2022 05:00";"77,29";"77,29";"77,29";"77,29"
"1652497200";"14.05.2022 06:00";"117,33";"117,33";"117,33";"117,33"
"1652500800";"14.05.2022 07:00";"124,22";"124,22";"124,22";"124,22"
"1652504400";"14.05.2022 08:00";"127,21";"127,21";"127,21";"127,21"
"1652508000";"14.05.2022 09:00";"130,73";"130,73";"130,73";"130,73"
"1652511600";"14.05.2022 10:00";"124,08";"124,08";"124,08";"124,08"
"1652515200";"14.05.2022 11:00";"117,78";"117,78";"117,78";"117,78"
"1652518800";"14.05.2022 12:00";"104,41";"104,41";"104,41";"104,41"
"1652522400";"14.05.2022 13:00";"112,89";"112,89";"112,89";"112,89"
"1652526000";"14.05.2022 14:00";"106,28";"106,28";"106,28";"106,28"
"1652529600";"14.05.2022 15:00";"93,75";"93,75";"93,75";"93,75"
"1652533200";"14.05.2022 16:00";"96,36";"96,36";"96,36";"96,36"
"1652536800";"14.05.2022 17:00";"103,36";"103,36";"103,36";"103,36"
"1652540400";"14.05.2022 18:00";"107,22";"107,22";"107,22";"107,22"
"1652544000";"14.05.2022 19:00";"128,64";"128,64";"128,64";"128,64"
"1652547600";"14.05.2022 20:00";"159,36";"159,36";"159,36";"159,36"
"1652551200";"14.05.2022 21:00";"178,78";"178,78";"178,78";"178,78"
"1652554800";"14.05.2022 22:00";"166,26";"166,26";"166,26";"166,26"
"1652558400";"14.05.2022 23:00";"103,05";"103,05";"103,05";"103,05"
"1652562000";"15.05.2022 00:00";"61,51";"61,51";"61,51";"61,51"
"1652565600";"15.05.2022 01:00";"111,32";"111,32";"94,7";"111,32"
"1652569200";"15.05.2022 02:00";"113,68";"113,68";"36,33";"113,68"
"1652572800";"15.05.2022 03:00";"111,34";"111,34";"24,99";"111,34"
"1652576400";"15.05.2022 04:00";"108,18";"108,18";"9,98";"108,18"
"1652580000";"15.05.2022 05:00";"109,25";"109,25";"7,1";"109,25"
"1652583600";"15.05.2022 06:00";"101,3";"101,3";"43,09";"101,3"
"1652587200";"15.05.2022 07:00";"7,39";"7,39";"7,39";"7,39"
"1652590800";"15.05.2022 08:00";"108,52";"108,52";"108,52";"108,52"
"1652594400";"15.05.2022 09:00";"111,31";"111,31";"111,31";"111,31"
"1652598000";"15.05.2022 10:00";"107,95";"107,95";"107,95";"107,95"
"1652601600";"15.05.2022 11:00";"85,75";"85,75";"85,75";"85,75"
"1652605200";"15.05.2022 12:00";"48,06";"48,06";"48,06";"48,06"
"1652608800";"15.05.2022 13:00";"70,21";"70,21";"41,36";"41,36"
"1652612400";"15.05.2022 14:00";"45,35";"45,35";"7,28";"7,28"
"1652616000";"15.05.2022 15:00";"20,15";"20,15";"7,04";"7,04"
"1652619600";"15.05.2022 16:00";"39,58";"39,58";"7,07";"7,07"
"1652623200";"15.05.2022 17:00";"76,21";"76,21";"34,54";"34,54"
"1652626800";"15.05.2022 18:00";"107,77";"107,77";"107,77";"107,77"
"1652630400";"15.05.2022 19:00";"139,97";"139,97";"139,97";"139,97"
"1652634000";"15.05.2022 20:00";"172,44";"172,44";"172,44";"172,44"
"1652637600";"15.05.2022 21:00";"166,77";"166,77";"166,77";"166,77"
"1652641200";"15.05.2022 22:00";"177,42";"177,42";"177,42";"177,42"
"1652644800";"15.05.2022 23:00";"130,01";"130,01";"130,01";"130,01"
"1652648400";"16.05.2022 00:00";"70,01";"70,01";"70,01";"70,01"
"1652652000";"16.05.2022 01:00";"95,83";"95,83";"7,33";"95,83"
"1652655600";"16.05.2022 02:00";"6,78";"6,78";"6,78";"6,78"
"1652659200";"16.05.2022 03:00";"23";"23";"6,17";"23"
"1652662800";"16.05.2022 04:00";"31,99";"31,99";"6,53";"31,99"
"1652666400";"16.05.2022 05:00";"78,42";"78,42";"7,3";"78,42"
"1652670000";"16.05.2022 06:00";"166,21";"166,21";"80";"111,39"
"1652673600";"16.05.2022 07:00";"139,21";"139,21";"139,21";"139,21"
"1652677200";"16.05.2022 08:00";"242,13";"242,13";"235,63";"242,13"
"1652680800";"16.05.2022 09:00";"245,06";"245,06";"245,06";"245,06"
"1652684400";"16.05.2022 10:00";"225,53";"225,53";"188,47";"188,47"
"1652688000";"16.05.2022 11:00";"183,37";"183,37";"183,37";"183,37"
"1652691600";"16.05.2022 12:00";"183,52";"183,52";"183,52";"183,52"
"1652695200";"16.05.2022 13:00";"180,89";"180,89";"179,96";"179,96"
"1652698800";"16.05.2022 14:00";"143,56";"143,56";"143,56";"143,56"
"1652702400";"16.05.2022 15:00";"135,49";"135,49";"135,49";"135,49"
"1652706000";"16.05.2022 16:00";"181,79";"181,79";"145,62";"145,62"
"1652709600";"16.05.2022 17:00";"165,02";"165,02";"146,04";"146,04"
"1652713200";"16.05.2022 18:00";"165,09";"165,09";"165,09";"165,09"
"1652716800";"16.05.2022 19:00";"179,33";"179,33";"179,33";"179,33"
"1652720400";"16.05.2022 20:00";"225,04";"225,04";"180,02";"225,04"
"1652724000";"16.05.2022 21:00";"244,42";"244,42";"179,18";"244,42"
"1652727600";"16.05.2022 22:00";"185,08";"185,08";"178,28";"185,08"
"1652731200";"16.05.2022 23:00";"135,8";"135,8";"135,8";"135,8"
"1652734800";"17.05.2022 00:00";"85,06";"85,06";"34,95";"85,06"
"1652738400";"17.05.2022 01:00";"70,01";"70,01";"11,95";"70,01"
"1652742000";"17.05.2022 02:00";"45,08";"45,08";"10,26";"45,08"
"1652745600";"17.05.2022 03:00";"45,05";"45,05";"9,08";"45,05"
"1652749200";"17.05.2022 04:00";"45,02";"45,02";"10,61";"45,02"
"1652752800";"17.05.2022 05:00";"45,03";"45,03";"8,54";"45,03"
"1652756400";"17.05.2022 06:00";"31,95";"31,95";"28,71";"28,71"
"1652760000";"17.05.2022 07:00";"231,02";"231,02";"70,03";"70,03"
"1652763600";"17.05.2022 08:00";"264,89";"264,89";"175,7";"175,7"
"1652767200";"17.05.2022 09:00";"274,17";"274,17";"179,94";"179,94"
"1652770800";"17.05.2022 10:00";"244,91";"244,91";"184,95";"184,95"
"1652774400";"17.05.2022 11:00";"231,99";"231,99";"231,99";"231,99"
"1652778000";"17.05.2022 12:00";"216,29";"216,29";"216,29";"216,29"
"1652781600";"17.05.2022 13:00";"208,09";"208,09";"208,09";"208,09"
"1652785200";"17.05.2022 14:00";"197,46";"197,46";"197,46";"197,46"
"1652788800";"17.05.2022 15:00";"189,24";"189,24";"189,24";"189,24"
"1652792400";"17.05.2022 16:00";"187,97";"187,97";"187,97";"187,97"
"1652796000";"17.05.2022 17:00";"204,12";"204,12";"204,12";"204,12"
"1652799600";"17.05.2022 18:00";"237,13";"237,13";"237,13";"237,13"
"1652803200";"17.05.2022 19:00";"251,82";"251,82";"251,82";"251,82"
"1652806800";"17.05.2022 20:00";"290";"290";"290";"290"
"1652810400";"17.05.2022 21:00";"291,05";"291,05";"291,05";"291,05"
"1652814000";"17.05.2022 22:00";"250";"250";"250";"250"
"1652817600";"17.05.2022 23:00";"200,63";"200,63";"200,63";"200,63"
"1652821200";"18.05.2022 00:00";"130,07";"130,07";"130,07";"130,07"
"1652824800";"18.05.2022 01:00";"100,09";"100,09";"23,16";"50,56"
"1652828400";"18.05.2022 02:00";"171,99";"171,99";"18,49";"114,67"
"1652832000";"18.05.2022 03:00";"167,89";"167,89";"12,58";"114,66"
"1652835600";"18.05.2022 04:00";"165,68";"165,68";"12,58";"114,66"
"1652839200";"18.05.2022 05:00";"167,55";"167,55";"19,93";"37,74"
"1652842800";"18.05.2022 06:00";"143,34";"143,34";"143,34";"143,34"
"1652846400";"18.05.2022 07:00";"199,18";"199,18";"199,18";"199,18"
"1652850000";"18.05.2022 08:00";"299,91";"299,91";"299,91";"299,91"
"1652853600";"18.05.2022 09:00";"360,89";"360,89";"360,89";"360,89"
"1652857200";"18.05.2022 10:00";"249,99";"249,99";"249,99";"249,99"
"1652860800";"18.05.2022 11:00";"179,17";"179,17";"179,17";"179,17"
"1652864400";"18.05.2022 12:00";"202,46";"202,46";"202,46";"202,46"
"1652868000";"18.05.2022 13:00";"174,66";"174,66";"174,66";"174,66"
"1652871600";"18.05.2022 14:00";"177,03";"177,03";"177,03";"177,03"
"1652875200";"18.05.2022 15:00";"172,47";"172,47";"172,47";"172,47"
"1652878800";"18.05.2022 16:00";"174,61";"174,61";"174,61";"174,61"
"1652882400";"18.05.2022 17:00";"193,1";"193,1";"193,1";"193,1"
"1652886000";"18.05.2022 18:00";"211,64";"211,64";"211,64";"211,64"
"1652889600";"18.05.2022 19:00";"235,41";"235,41";"235,41";"235,41"
"1652893200";"18.05.2022 20:00";"280,1";"280,1";"280,1";"280,1"
"1652896800";"18.05.2022 21:00";"273,28";"273,28";"273,28";"273,28"
"1652900400";"18.05.2022 22:00";"249,99";"249,99";"249,99";"249,99"
"1652904000";"18.05.2022 23:00";"225,05";"225,05";"225,05";"225,05"
"1652907600";"19.05.2022 00:00";"94,72";"94,72";"94,72";"94,72"
"1652911200";"19.05.2022 01:00";"120";"120";"120";"120"
"1652914800";"19.05.2022 02:00";"110,06";"110,06";"110,06";"110,06"
"1652918400";"19.05.2022 03:00";"63,12";"63,12";"63,12";"63,12"
"1652922000";"19.05.2022 04:00";"66,46";"66,46";"66,46";"66,46"
"1652925600";"19.05.2022 05:00";"87,88";"87,88";"87,88";"87,88"
"1652929200";"19.05.2022 06:00";"140";"140";"140";"140"
"1652932800";"19.05.2022 07:00";"240,29";"240,29";"240,29";"240,29"
"1652936400";"19.05.2022 08:00";"300,08";"300,08";"300,08";"300,08"
"1652940000";"19.05.2022 09:00";"331,25";"331,25";"331,25";"331,25"
"1652943600";"19.05.2022 10:00";"260,83";"260,83";"260,83";"260,83"
"1652947200";"19.05.2022 11:00";"275,93";"275,93";"275,93";"275,93"
"1652950800";"19.05.2022 12:00";"363,1";"363,1";"363,1";"363,1"
"1652954400";"19.05.2022 13:00";"355,01";"355,01";"355,01";"355,01"
"1652958000";"19.05.2022 14:00";"250";"250";"250";"250"
"1652961600";"19.05.2022 15:00";"250";"250";"250";"250"
"1652965200";"19.05.2022 16:00";"240,3";"240,3";"240,3";"240,3"
"1652968800";"19.05.2022 17:00";"246,21";"246,21";"246,21";"246,21"
"1652972400";"19.05.2022 18:00";"368,88";"368,88";"368,88";"368,88"
"1652976000";"19.05.2022 19:00";"250";"250";"250";"250"
"1652979600";"19.05.2022 20:00";"269,27";"269,27";"269,27";"269,27"
"1652983200";"19.05.2022 21:00";"266,84";"266,84";"266,84";"266,84"
"1652986800";"19.05.2022 22:00";"246,92";"246,92";"246,92";"246,92"
"1652990400";"19.05.2022 23:00";"228,76";"228,76";"228,76";"228,76"
"1652994000";"20.05.2022 00:00";"120";"120";"120";"120"
"1652997600";"20.05.2022 01:00";"152,18";"152,18";"150,08";"150,08"
"1653001200";"20.05.2022 02:00";"119,92";"119,92";"119,92";"119,92"
"1653004800";"20.05.2022 03:00";"86,56";"86,56";"86,56";"86,56"
"1653008400";"20.05.2022 04:00";"86,72";"86,72";"86,72";"86,72"
"1653012000";"20.05.2022 05:00";"107,28";"107,28";"107,28";"107,28"
"1653015600";"20.05.2022 06:00";"222,84";"222,84";"222,84";"222,84"
"1653019200";"20.05.2022 07:00";"258,83";"258,83";"258,83";"258,83"
"1653022800";"20.05.2022 08:00";"500,05";"500,05";"500,05";"500,05"
"1653026400";"20.05.2022 09:00";"450,02";"450,02";"450,02";"450,02"
"1653030000";"20.05.2022 10:00";"355,03";"355,03";"355,03";"355,03"
"1653033600";"20.05.2022 11:00";"249,99";"249,99";"249,99";"249,99"
"1653037200";"20.05.2022 12:00";"259,11";"259,11";"259,11";"259,11"
"1653040800";"20.05.2022 13:00";"440";"440";"440";"440"
"1653044400";"20.05.2022 14:00";"274,32";"274,32";"274,32";"274,32"
"1653048000";"20.05.2022 15:00";"265,64";"265,64";"265,64";"265,64"
"1653051600";"20.05.2022 16:00";"249,98";"249,98";"249,98";"249,98"
"1653055200";"20.05.2022 17:00";"249,98";"249,98";"249,98";"249,98"
"1653058800";"20.05.2022 18:00";"240,88";"240,88";"240,88";"240,88"
"1653062400";"20.05.2022 19:00";"281,99";"281,99";"281,99";"281,99"
"1653066000";"20.05.2022 20:00";"249,98";"249,98";"249,98";"249,98"
"1653069600";"20.05.2022 21:00";"225,48";"225,48";"225,48";"225,48"
"1653073200";"20.05.2022 22:00";"212,8";"212,8";"212,8";"212,8"
"1653076800";"20.05.2022 23:00";"200,34";"200,34";"200,34";"200,34"
"1653080400";"21.05.2022 00:00";"133,26";"133,26";"133,26";"133,26"
"1653084000";"21.05.2022 01:00";"130,93";"130,93";"130,93";"130,93"
"1653087600";"21.05.2022 02:00";"122,3";"122,3";"100,01";"122,3"
"1653091200";"21.05.2022 03:00";"93,98";"93,98";"60,33";"93,98"
"1653094800";"21.05.2022 04:00";"92,39";"92,39";"87,69";"92,39"
"1653098400";"21.05.2022 05:00";"100,02";"100,02";"100,02";"100,02"
"1653102000";"21.05.2022 06:00";"107,23";"107,23";"107,23";"107,23"
"1653105600";"21.05.2022 07:00";"107,23";"107,23";"107,23";"107,23"
"1653109200";"21.05.2022 08:00";"178,94";"178,94";"178,94";"178,94"
"1653112800";"21.05.2022 09:00";"230,61";"230,61";"206,33";"206,33"
"1653116400";"21.05.2022 10:00";"200";"200";"200";"200"
"1653120000";"21.05.2022 11:00";"230,68";"230,68";"172,5";"172,5"
"1653123600";"21.05.2022 12:00";"225,01";"225,01";"154,69";"154,69"
"1653127200";"21.05.2022 13:00";"160,01";"160,01";"160,01";"160,01"
"1653130800";"21.05.2022 14:00";"120";"120";"120";"120"
"1653134400";"21.05.2022 15:00";"142,03";"142,03";"142,03";"142,03"
"1653138000";"21.05.2022 16:00";"150,03";"150,03";"150,03";"150,03"
"1653141600";"21.05.2022 17:00";"162,65";"162,65";"162,65";"162,65"
"1653145200";"21.05.2022 18:00";"200,04";"200,04";"200,04";"200,04"
"1653148800";"21.05.2022 19:00";"230,11";"230,11";"230,11";"230,11"
"1653152400";"21.05.2022 20:00";"196,18";"196,18";"196,18";"196,18"
"1653156000";"21.05.2022 21:00";"214,06";"214,06";"214,06";"214,06"
"1653159600";"21.05.2022 22:00";"228,11";"228,11";"228,11";"228,11"
"1653163200";"21.05.2022 23:00";"218,48";"218,48";"208,93";"208,93"
"1653166800";"22.05.2022 00:00";"151,55";"151,55";"144,43";"144,43"
"1653170400";"22.05.2022 01:00";"130,7";"130,7";"100,01";"105,62"
"1653174000";"22.05.2022 02:00";"135,24";"135,24";"74,51";"105,6"
"1653177600";"22.05.2022 03:00";"153,61";"153,61";"75,87";"75,87"
"1653181200";"22.05.2022 04:00";"138,24";"138,24";"77,24";"93,43"
"1653184800";"22.05.2022 05:00";"122,56";"122,56";"76,26";"76,26"
"1653188400";"22.05.2022 06:00";"119,6";"119,6";"94,13";"94,13"
"1653192000";"22.05.2022 07:00";"138,25";"138,25";"105,66";"105,66"
"1653195600";"22.05.2022 08:00";"130,48";"130,48";"130,48";"130,48"
"1653199200";"22.05.2022 09:00";"140,07";"140,07";"140,07";"140,07"
"1653202800";"22.05.2022 10:00";"146,36";"146,36";"146,36";"146,36"
"1653206400";"22.05.2022 11:00";"138,29";"138,29";"138,29";"138,29"
"1653210000";"22.05.2022 12:00";"138,25";"138,25";"138,25";"138,25"
"1653213600";"22.05.2022 13:00";"136,95";"136,95";"136,95";"136,95"
"1653217200";"22.05.2022 14:00";"109,92";"109,92";"109,92";"109,92"
"1653220800";"22.05.2022 15:00";"101,4";"101,4";"101,4";"101,4"
"1653224400";"22.05.2022 16:00";"103,7";"103,7";"103,7";"103,7"
"1653228000";"22.05.2022 17:00";"133,19";"133,19";"133,19";"133,19"
"1653231600";"22.05.2022 18:00";"139,01";"139,01";"139,01";"139,01"
"1653235200";"22.05.2022 19:00";"166,51";"166,51";"166,51";"166,51"
"1653238800";"22.05.2022 20:00";"208,25";"208,25";"208,25";"208,25"
"1653242400";"22.05.2022 21:00";"225,55";"225,55";"181,29";"181,29"
"1653246000";"22.05.2022 22:00";"227,9";"227,9";"227,9";"227,9"
"1653249600";"22.05.2022 23:00";"218,56";"218,56";"218,56";"218,56"
"1653253200";"23.05.2022 00:00";"191,24";"191,24";"191,24";"191,24"
